近所迷惑,15781,きんじょめいわく,neighborhood nuisance
準備運動,15853,じゅんびうんどう,warming (limbering) up
犯罪組織,15856,はんざいそしき,crime syndicate
一刀両断,15898,いっとうりょうだん,cutting in two with a single stroke
官房長官,15922,かんぼうちょうかん,Chief Cabinet Secretary
強行突破,15933,きょうこうとっぱ,force (bulldoze) one's way through
得意分野,15937,とくいぶんや,one's field of expertise
記念撮影,15993,きねんさつえい,taking a commemorative photo
和菓子屋,16034,わがしや,Japanese-style confectionary store
専門学校,16041,せんもんがっこう,vocational school
心臓麻痺,16047,しんぞうまひ,cardioplegia
横断歩道,16067,おうだんほどう,pedestrian crossing
精神状態,16088,せいしんじょうたい,mental condition
精神科医,16089,せいしんかい,psychiatrist
阿頼耶識,16109,あらやしき,alaya-vijnana (store consciousness
安全装置,16142,あんぜんそうち,safety device
自爆装置,16197,じばくそうち,self-destruct system
超常現象,16209,ちょうじょうげんしょう,supernatural phenomenon
時限装置,16283,じげんそうち,timing device
期間限定,16286,きかんげんてい,limited time; limited-time offer
一発逆転,16352,いっぱつぎゃくてん,turning things around with a home run
史上最大,16376,しじょうさいだい,greatest ... in history
密着取材,16389,みっちゃくしゅざい,total coverage
心臓移植,16401,しんぞういしょく,heart transplant
襲撃事件,16453,しゅうげきじけん,raid
非科学的,16473,ひかがくてき,unscientific
一部始終,16482,いちぶしじゅう,full particulars
不妊治療,16485,ふにんちりょう,infertility treatment
五分五分,16488,ごぶごぶ,as likely as not
世界遺産,16583,せかいいさん,World Heritage (cultural
効果抜群,16595,こうかばつぐん,exceptionally effective
参勤交代,16599,さんきんこうたい,daimyo's alternating Edo residence
回転寿司,16606,かいてんずし,"conveyor belt" sushi bar
存在意義,16612,そんざいいぎ,meaning of life
結果発表,16659,けっかはっぴょう,publication of results
諜報機関,16674,ちょうほうきかん,intelligence agency
連邦政府,16680,れんぽうせいふ,federal government (e.g. USA
高速道路,16693,こうそくどうろ,highway
建設会社,16735,けんせつがいしゃ,construction company
新郎新婦,16746,しんろうしんぷ,bride and groom
用意周到,16772,よういしゅうとう,very careful
誠心誠意,16791,せいしんせいい,in all sincerity
代理出産,16822,だいりしゅっさん,surrogate birth
制御装置,16831,せいぎょそうち,controller
大義名分,16846,たいぎめいぶん,a just cause
感情移入,16867,かんじょういにゅう,empathy
極秘任務,16881,ごくひにんむ,top secret mission
無我夢中,16893,むがむちゅう,being absorbed in
硫化水素,16903,りゅうかすいそ,hydrogen sulphide
閻魔大王,16946,えんまだいおう,Yama
名誉毀損,16986,めいよきそん,libel
大量生産,16994,たいりょうせいさん,mass production
戦闘配置,17017,せんとうはいち,battle station
方向音痴,17023,ほうこうおんち,(person with) no sense of direction
法務大臣,17031,ほうむだいじん,Minister of Justice
身体検査,17062,しんたいけんさ,physical examination
身元不明,17063,みもとふめい,(a person or body being) unidentifiable (unidentified)
企業秘密,17098,きぎょうひみつ,company or industrial secret
休憩時間,17099,きゅうけいじかん,rest time
制御不能,17108,せいぎょふのう,out of control
取締役会,17111,とりしまりやくかい,board of directors; board of directors' meeting
大学教授,17121,だいがくきょうじゅ,university (college) professor
情報提供,17143,じょうほうていきょう,provision of information
映画監督,17151,えいがかんとく,movie (film) director
株主総会,17155,かぶぬしそうかい,general meeting of stockholders
武者修行,17156,むしゃしゅぎょう,traveling about to gain skill in combat (travelling)
派遣社員,17163,はけんしゃいん,temporary employee (esp. from an agency)
人工心臓,17231,じんこうしんぞう,artificial heart
人気投票,17232,にんきとうひょう,popularity contest
人間同士,17233,にんげんどうし,mankind
外務大臣,17256,がいむだいじん,Minister for Foreign Affairs
天涯孤独,17260,てんがいこどく,a person without a single relative
帝王切開,17273,ていおうせっかい,Caesarean section (Cesarean)
形勢逆転,17277,けいせいぎゃくてん,the situation reverses itself
機密情報,17302,きみつじょうほう,confidential information
存在価値,17389,そんざいかち,value to society
採用試験,17404,さいようしけん,employment examination
推理小説,17405,すいりしょうせつ,mystery novel
死後硬直,17418,しごこうちょく,rigor mortis
音信不通,17471,おんしんふつう,break in contact
受験番号,17502,じゅけんばんごう,examinee's (seat) number
月面基地,17554,げつめんきち,lunar base
警察手帳,17600,けいさつてちょう,police identification card
責任問題,17602,せきにんもんだい,a question (an issue) of where responsibility (liability) lies
超能力者,17605,ちょうのうりょくしゃ,person with supernatural power
情状酌量,17666,じょうじょうしゃくりょう,taking the extenuating circumstances into consideration
科学捜査,17703,かがくそうさ,scientific crime detection
総務部長,17710,そうむぶちょう,chief of the general affairs department (bureau)
世界一周,17748,せかいいっしゅう,round-the-world trip
私利私欲,17846,しりしよく,desire to act only in one's self-interest
中小企業,17898,ちゅうしょうきぎょう,small to medium enterprises
事務局長,17901,じむきょくちょう,head of the secretariat
優先順位,17910,ゆうせんじゅんい,priority
十中八九,17915,じっちゅうはっく,in 8 or 9 cases out of ten
生年月日,17974,せいねんがっぴ,birth date
硝煙反応,17979,しょうえんはんおう,chemical reaction used to detect residue from gunshots; gunpowder residue
緊急停止,17985,きんきゅうていし,emergency stop
自殺行為,17991,じさつこうい,suicidal act
億万長者,18041,おくまんちょうじゃ,billionaire
大量殺人,18063,たいりょうさつじん,mass killing
昏睡状態,18097,こんすいじょうたい,comatose state
一致団結,18170,いっちだんけつ,solidarity
人気番組,18179,にんきばんぐみ,popular (hit) program (programme)
千載一遇,18192,せんざいいちぐう,once in a lifetime (opportunity)
心肺停止,18227,しんぱいていし,cardiopulmonary arrest
情報交換,18231,じょうほうこうかん,information exchange
最終兵器,18242,さいしゅうへいき,the ultimate weapon
死体遺棄,18248,したいいき,abandoning a corpse
特別講師,18257,とくべつこうし,special lecturer
経費削減,18272,けいひさくげん,cost reduction
自動操縦,18279,じどうそうじゅう,automatic pilot
試行錯誤,18285,しこうさくご,trial and error
一歩一歩,18318,いっぽいっぽ,step by step
事務次官,18322,じむじかん,permanent vice-president
帰国子女,18366,きこくしじょ,child who has returned to his or her country
業務提携,18394,ぎょうむていけい,business partnership
限界集落,18449,げんかいしゅうらく,marginal village
信用金庫,18482,しんようきんこ,credit union
化学療法,18495,かがくりょうほう,chemotherapy
危険人物,18498,きけんじんぶつ,dangerous character
女子大学,18511,じょしだいがく,women's college
心療内科,18524,しんりょうないか,psychosomatic medicine
科学技術,18577,かがくぎじゅつ,science and technology; scientific technique
酸化炭素,18599,さんかたんそ,carbon oxide; hypercapnia
銀行口座,18602,ぎんこうこうざ,bank account
陽動作戦,18604,ようどうさくせん,diversionary tactics
魔法少女,18609,まほうしょうじょ,magical girl
二人三脚,18621,ににんさんきゃく,three-legged race; cooperation with singleness of purpose (e.g. between companies)
再起不能,18637,さいきふのう,being beyond recovery
出血多量,18641,しゅっけつたりょう,excessive bleeding
引込思案,18675,ひっこみじあん,reserved
日本列島,18689,にほんれっとう,the Japanese islands; the Japanese islands
未来永劫,18693,みらいえいごう,forevermore
線香花火,18724,せんこうはなび,toy fireworks
保護者会,18780,ほごしゃかい,legal guardians' association
古代文明,18795,こだいぶんめい,ancient civilization
商売繁盛,18803,しょうばいはんじょう,thriving (prosperous) business
成功報酬,18836,せいこうほうしゅう,fee contingent upon success
生体反応,18876,せいたいはんのう,reaction of a living body
一家心中,18949,いっかしんじゅう,family suicide
心臓発作,19002,しんぞうほっさ,heart attack; to have a heart attack
海外出張,19033,かいがいしゅっちょう,overseas business trip
神奈川県,19059,かながわけん,Kanagawa prefecture (Kanto area)
世界制覇,19121,せかいせいは,domination of the world
休日出勤,19125,きゅうじつしゅっきん,working on a day off
入院患者,19128,にゅういんかんじゃ,in-patients
共同作業,19131,きょうどうさぎょう,group work
凶悪犯罪,19140,きょうあくはんざい,atrocious crime
変幻自在,19160,へんげんじざい,phantasmagoric
安全保障,19165,あんぜんほしょう,security guarantee (e.g. military security
恋愛小説,19178,れんあいしょうせつ,love romance
本領発揮,19198,ほんりょうはっき,show one's real ability
無理難題,19215,むりなんだい,unreasonable demand
調査結果,19248,ちょうさけっか,results (of a study)
下大静脈,19279,かだいじょうみゃく,inferior vena cava
交換日記,19283,こうかんにっき,exchanging diary between friends (usually at school)
内部告発,19297,ないぶこくはつ,whistleblowing
安全運転,19317,あんぜんうんてん,safe driving
意識障害,19332,いしきしょうがい,disturbance of consciousness
日露戦争,19343,にちろせんそう,Russo-Japanese War (1904-5)
最終調整,19345,さいしゅうちょうせい,final adjustment
油断大敵,19359,ゆだんたいてき,Unpreparedness is one's greatest enemy
無理心中,19366,むりしんじゅう,forced double suicide
物理学者,19369,ぶつりがくしゃ,physicist
連合艦隊,19408,れんごうかんたい,combined fleet
飛降自殺,19429,とびおりじさつ,killing oneself by jumping (e.g. from a tall building)
三者面談,19444,さんしゃめんだん,parent and child meeting (with teacher for course
反射神経,19464,はんしゃしんけい,reflexes
宇宙科学,19482,うちゅうかがく,cosmo-chemistry
満員電車,19530,まんいんでんしゃ,crowded train
興味本位,19567,きょうみほんい,(just) out of curiosity
関東地方,19594,かんとうちほう,Kanto region (incl. Tokyo
不可抗力,19613,ふかこうりょく,act of God
予防接種,19621,よぼうせっしゅ,immunization
傷害致死,19632,しょうがいちし,manslaughter
四六時中,19645,しろくじちゅう,around the clock
天下布武,19649,てんかふぶ,unify the nation by force
強化合宿,19667,きょうかがっしゅく,training camp
懲戒免職,19672,ちょうかいめんしょく,disciplinary dismissal (discharge)
東西南北,19692,とうざいなんぼく,east
異常気象,19722,いじょうきしょう,abnormal weather
百発百中,19724,ひゃっぱつひゃくちゅう,always hitting the bull's-eye
社会復帰,19731,しゃかいふっき,rehabilitation (in society)
私立探偵,19732,しりつたんてい,private detective
親子関係,19752,おやこかんけい,parent-child relationship
連帯責任,19762,れんたいせきにん,collective responsibility
交際相手,19788,こうさいあいて,person one has a relationship with
古今東西,19811,ここんとうざい,all times and places
平和主義,19831,へいわしゅぎ,pacifism
彼女自身,19834,かのじょじしん,herself
本末転倒,19858,ほんまつてんとう,failing to properly evaluate the (relative) importance (of)
生物兵器,19888,せいぶつへいき,biological weapon
縦横無尽,19905,じゅうおうむじん,freely
自由行動,19913,じゆうこうどう,free action
行政書士,19918,ぎょうせいしょし,administrative scrivener
事実無根,19954,じじつむこん,groundless
交通安全,19955,こうつうあんぜん,traffic safety
人間社会,19956,にんげんしゃかい,human society
心神喪失,20006,しんしんそうしつ,of unsound mind
慰安旅行,20009,いあんりょこう,pleasure trip
欲求不満,20029,よっきゅうふまん,frustration
生活保護,20047,せいかつほご,livelihood protection
疑心暗鬼,20049,ぎしんあんき,Suspicion will raise bogies
脳外科医,20074,のうげかい,brain surgeon
臓器提供,20076,ぞうきていきょう,organ donation
自暴自棄,20078,じぼうじき,desperation
一期一会,20113,いちごいちえ,once-in-a-lifetime encounter (hence should be cherished as such)
一発勝負,20115,いっぱつしょうぶ,contest decided by a single round (bout)
人工呼吸,20122,じんこうこきゅう,artificial respiration
卒業証書,20142,そつぎょうしょうしょ,graduation certificate
国家機密,20155,こっかきみつ,state secrets
国際空港,20157,こくさいくうこう,international airport
対策本部,20170,たいさくほんぶ,countermeasures headquarters
恋愛結婚,20188,れんあいけっこん,love marriage
援助交際,20196,えんじょこうさい,dating with compensation (payments
新婚生活,20200,しんこんせいかつ,newly-married life
深層心理,20223,しんそうしんり,deep psyche
看護師長,20238,かんごしちょう,head nurse
等価交換,20251,とうかこうかん,fair exchange
職務質問,20255,しょくむしつもん,police questioning
職員会議,20256,しょくいんかいぎ,staff meeting
自己破産,20259,じこはさん,personal bankruptcy
連戦連勝,20279,れんせんれんしょう,succession of victories
風呂掃除,20297,ふろそうじ,cleaning of the bath
養護施設,20302,ようごしせつ,children's home
不審人物,20321,ふしんじんぶつ,suspicious character (person
他人行儀,20325,たにんぎょうぎ,standing on formality
健康管理,20328,けんこうかんり,health care (e.g. for the aged)
愛妻弁当,20380,あいさいべんとう,lunchbox made with loving care by one's wife
森羅万象,20397,しんらばんしょう,all things in nature
炭水化物,20415,たんすいかぶつ,carbohydrate
公私混同,20494,こうしこんどう,intermingling of public policy with private interest
化学反応,20501,かがくはんのう,chemical reaction; generation of an unexpected result from combining things
拒絶反応,20538,きょぜつはんのう,(organ) rejection; unthinking dismissal
現代社会,20568,げんだいしゃかい,modern society
第一印象,20587,だいいちいんしょう,first impression
重要人物,20627,じゅうようじんぶつ,important person
一蓮托生,20655,いちれんたくしょう,sharing one's lot with another
中央銀行,20660,ちゅうおうぎんこう,(a) central bank
予知能力,20663,よちのうりょく,precognition
共同開発,20675,きょうどうかいはつ,joint development
呼吸困難,20684,こきゅうこんなん,labored breathing
強制終了,20710,きょうせいしゅうりょう,forced termination
機能停止,20739,きのうていし,stopping functioning
突然変異,20777,とつぜんへんい,mutation
筆記試験,20778,ひっきしけん,written examination
臓器移植,20785,ぞうきいしょく,organ transplant
人間国宝,20840,にんげんこくほう,living national treasure
取越苦労,20864,とりこしぐろう,overanxiety
天変地異,20876,てんぺんちい,natural disaster
学校生活,20880,がっこうせいかつ,school life
実力行使,20883,じつりょくこうし,use of force
最終目的,20915,さいしゅうもくてき,ultimate goal
筆跡鑑定,20954,ひっせきかんてい,handwriting analysis
経験豊富,20956,けいけんほうふ,experienced
結婚式場,20958,けっこんしきじょう,wedding hall
絶対安静,20959,ぜったいあんせい,complete bed rest
美容整形,20961,びようせいけい,cosmetic surgery
脅迫電話,20965,きょうはくでんわ,telephone threat (e.g. of a bomb)
予行演習,21028,よこうえんしゅう,dry run
位置情報,21033,いちじょうほう,location information (as used by location-based services
共同経営,21039,きょうどうけいえい,joint management
共和主義,21040,きょうわしゅぎ,republicanism
切磋琢磨,21047,せっさたくま,cultivating one's character by studying hard
卒業試験,21051,そつぎょうしけん,graduation examination
南極観測,21052,なんきょくかんそく,Antarctic exploration
反応速度,21055,はんのうそくど,reaction velocity
名誉挽回,21061,めいよばんかい,restoring one's impaired reputation
因果関係,21063,いんがかんけい,consequence
完全無欠,21075,かんぜんむけつ,flawless
定年退職,21078,ていねんたいしょく,(compulsory) retirement (e.g. on reaching the age of 60)
少年少女,21082,しょうねんしょうじょ,boys and girls
強制労働,21093,きょうせいろうどう,forced labor
所属不明,21103,しょぞくふめい,of unknown affiliation
水泳大会,21134,すいえいたいかい,a swim meet
物的証拠,21144,ぶってきしょうこ,material or physical evidence
百戦錬磨,21150,ひゃくせんれんま,veteran
睡眠不足,21153,すいみんぶそく,lack of sleep
緊急警報,21168,きんきゅうけいほう,emergency alert
