道義的責任,53449,どうぎてきせきにん,moral obligation
遺伝子研究,53460,いでんしけんきゅう,genetic research
防衛庁長官,53558,ぼうえいちょうちょうかん,Director General of (former) Defence Agency (Defense)
七味唐辛子,53993,しちみとうがらし,blend of seven spices (cayenne
中央分離帯,54074,ちゅうおうぶんりたい,(highway) median
保護観察所,54246,ほごかんさつじょ,probation office
傷害致死罪,54282,しょうがいちしざい,(crime of) inflicting bodily injury resulting in death
児童福祉法,54316,じどうふくしほう,Child Welfare Law (1947)
刑事訴訟法,54420,けいじそしょうほう,Criminal Procedure Code
刺激伝導系,54447,しげきでんどうけい,impulse conduction system (of the heart)
前頭前皮質,54462,ぜんとうぜんひしつ,prefrontal cortex
国会図書館,54698,こっかいとしょかん,National Diet Library
地球低軌道,54737,ちきゅうていきどう,low earth orbit
基礎化粧品,54752,きそけしょうひん,basic skin-care products
大本営発表,54820,だいほんえいはっぴょう,imperial headquarters announcement
大陸移動説,54845,たいりくいどうせつ,theory of continental drift
宇宙物理学,54929,うちゅうぶつりがく,astrophysics
家宅侵入罪,54975,かたくしんにゅうざい,(crime of) trespassing
就業時間中,55043,しゅうぎょうじかんちゅう,during working hours
市立図書館,55104,しりつとしょかん,city library
年金受給者,55128,ねんきんじゅきゅうしゃ,a pensioner
弦楽四重奏,55169,げんがくしじゅうそう,string quartet
急性腎不全,55254,きゅうせいじんふぜん,acute renal failure
戦争犯罪人,55315,せんそうはんざいにん,war criminal
放射線技師,55430,ほうしゃせんぎし,radiology technician
放射線療法,55432,ほうしゃせんりょうほう,radiation therapy
新聞販売店,55482,しんぶんはんばいてん,news dealer's shop
旗本八万騎,55486,はたもとはちまんき,the shogun's eighty thousand guards
日本料理店,55498,にほんりょうりてん,Japanese restaurant
暴力団組員,55544,ぼうりょくだんくみいん,mobsters
有酸素運動,55572,ゆうさんそうんどう,aerobic exercise
歩行者天国,55698,ほこうしゃてんごく,pedestrian mall
沿岸警備隊,55760,えんがんけいびたい,coast guard
法的拘束力,55767,ほうてきこうそくりょく,legal binding force
液状化現象,55812,えきじょうかげんしょう,liquefaction
無酸素運動,55886,むさんそうんどう,anaerobic exercise
無重力状態,55887,むじゅうりょくじょうたい,(the state of) weightlessness
特別弁護人,55924,とくべつべんごにん,special counsel
犯罪発生率,55930,はんざいはっせいりつ,crime rate
独占禁止法,55934,どくせんきんしほう,antitrust law
社会的弱者,56127,しゃかいてきじゃくしゃ,the socially vulnerable
福祉事務所,56158,ふくしじむしょ,welfare office
素因数分解,56273,そいんすうぶんかい,prime decomposition
総勘定元帳,56320,そうかんじょうもとちょう,general ledger (accounting)
総合格闘技,56322,そうごうかくとうぎ,mixed martial arts
緑黄色野菜,56331,りょくおうしょくやさい,vegetables high in beta-carotene
臓器提供者,56434,ぞうきていきょうしゃ,organ donor
臨床心理学,56435,りんしょうしんりがく,clinical psychology
自動車業界,56441,じどうしゃぎょうかい,automotive industry
自動車部品,56442,じどうしゃぶひん,automobile component
赤外線通信,56748,せきがいせんつうしん,infrared data communication
身分不相応,56768,みぶんふそうおう,beyond one's means or position
近代美術館,56802,きんだいびじゅつかん,modern art museum
通信傍受法,56823,つうしんぼうじゅほう,wiretapping law
造血幹細胞,56829,ぞうけつかんさいぼう,hematopoietic stem cell (haematopoietic)
遺伝子治療,56878,いでんしちりょう,gene therapy
量子物理学,56913,りょうしぶつりがく,quantum physics
電話交換手,57052,でんわこうかんしゅ,telephone operator
高級住宅地,57164,こうきゅうじゅうたくち,exclusive residential district
高額所得者,57168,こうがくしょとくしゃ,large income earner
麻薬探知犬,57192,まやくたんちけん,drug-sniffing dog
一味唐辛子,57543,いちみとうがらし,cayenne pepper powder
不動産登記,57646,ふどうさんとうき,real estate register
不採算部門,57653,ふさいさんぶもん,unprofitable department
中央制御室,57690,ちゅうおうせいぎょしつ,central control room
予選通過者,57742,よせんつうかしゃ,qualifier
二十日大根,57752,はつかだいこん,radish (Raphanus sativus var. sativus)
二次方程式,57759,にじほうていしき,quadratic equation
五十歩百歩,57763,ごじゅっぽひゃっぽ,six of one and a half dozen of the other
仮装舞踏会,57846,かそうぶとうかい,masquerade ball
会社説明会,57870,かいしゃせつめいかい,company information session
個人的意見,57958,こじんてきいけん,personal opinion
光合成細菌,58006,こうごうせいさいきん,photosynthetic bacteria
入手不可能,58023,にゅうしゅふかのう,unavailable
内閣支持率,58101,ないかくしじりつ,cabinet support rate
医師免許証,58262,いしめんきょしょう,physician's license (licence)
単細胞生物,58307,たんさいぼうせいぶつ,unicellular organism
博士研究員,58310,はくしけんきゅういん,postdoc
印象派美術,58317,いんしょうはびじゅつ,impressionism
原子力発電,58328,げんしりょくはつでん,nuclear power generation
参議院選挙,58336,さんぎいんせんきょ,House of Councillors election
合理主義者,58399,ごうりしゅぎしゃ,pragmatist
国際競争力,58577,こくさいきょうそうりょく,international competitiveness
地方自治体,58599,ちほうじちたい,local authority
外国人排斥,58667,がいこくじんはいせき,xenophobia
大東亜戦争,58719,だいとうあせんそう,The Greater East Asian War
大統領候補,58730,だいとうりょうこうほ,presidential candidate
大腿二頭筋,58733,だいたいにとうきん,biceps femoris muscle
太陽神経叢,58766,たいようしんけいそう,solar plexus
帝王切開術,59062,ていおうせっかいじゅつ,Caesarean section (Cesarean)
廃棄物処理,59144,はいきぶつしょり,waste disposal
悪徳政治家,59298,あくとくせいじか,corrupt politician
戦争未亡人,59357,せんそうみぼうじん,war widow
技術的問題,59406,ぎじゅつてきもんだい,technical problem
指導力不足,59435,しどうりょくぶそく,lack of leadership (esp. of a teacher)
敵対的買収,59543,てきたいてきばいしゅう,hostile takeover
新製品開発,59580,しんせいひんかいはつ,new product development
方向探知機,59583,ほうこうたんちき,direction finder
映画評論家,59623,えいがひょうろんか,film critic
